,Dir Rank,Movie,actor,type,role,aw
4305,CBa50,No No Nanette,Lilyan Tashman,\Und,helped,|
4306,CBa50,No No Nanette,Bert Roach,\Und,und,|
4307,CBa50,No No Nanette,Zasu Pitts,\Und,helped,|
4308,CBe10,Death of a Centerfold: the Dorothy Stratten Story,Jamie Lee Curtis,\Und,"playgirl, successful, murdered ""Dorothy Stratten""",|
4309,CBe10,Death of a Centerfold: the Dorothy Stratten Story,Bruce Weitz,\Und,"estranged husband murderer ""Paul Snider""",|
4310,CBe10,Death of a Centerfold: the Dorothy Stratten Story,Mitchell Ryan,\Und,"promoter ""Hugh Hefner""",|
4311,CBd10,Black Stallion,Kelly Reno,\Und,und,|
4312,CBd10,Black Stallion,Mickey Rooney,\Und,und,|
4313,CBd10,Black Stallion,Teri Garr,\Und,und,|
4314,CBd10,Black Stallion,Hoyt Axton,\Und,und,|
4315,CBd20,Never Cry Wolf,Charles Martin Smith,\Und,"young biologist ""Farley Mowat""",|
4316,CBd20,Never Cry Wolf,Brian Dennehy,\Und,und,|
4317,CBd20,Never Cry Wolf,Zachary Ittimangnaq,\Und,und,|
4318,CBd20,Never Cry Wolf,Samson Jorah,\Und,und,|
4319,CBl20,Roger Corman: Hollywood's Wild Angel,Roger Corman,\Und,"directr ""Roger Corman""",|
4320,CBl25,Tapdancin',John Bubbles,\Und,tapdancer,|
4321,CBl25,Tapdancin',The Nicholas Brothers,\Grp,tapdancers,|
4322,CBl25,Tapdancin',Chuck Green,\Und,tapdancer,|
4323,CBl25,Tapdancin',Honi Coles,\Und,tapdancer,|
4324,CBl26,Memoirs of a Movie Palace,Eli Wallach,\Voi,narrator,|
4325,CBl30,Edith Head,Edith Head,\Und,"costume designer ""Edith Head""",|
4326,CBl30,Edith Head,Bill Ihnen,\Und,"husband, art director",|
4327,CBl32,Yesterday's Witness,Lowell Thomas,\Und,"narrator ""Lowell Thomas""",|
4328,CBl35,Sam Fuller,Sam Fuller,\Und,"director ""Sam Fuller""",|
4329,CBl40,All By Myself,Eartha Kitt,\Und,"performer ""Eartha Kitt""",|
4330,CBl60,Observations Under the Volcano,Walter Huston,\Und,"director ""Walter Huston""",|
4331,CBl67,Private Conversations,Arthur Miller,\Und,"author ""Arthur Miller""",|
4332,CBl67,Private Conversations,Volker Schlondorff,\Und,"director ""Volker Schlondorff""",|
4333,CBl67,Private Conversations,Dustin Hoffman,\Und,"actor ""Dustin Hoffman""",|
4334,CBl69,Nik and Murray,Alwin Nikolais,\Und,"choreographer ""Alwin Nikolais""",|
4335,CBl69,Nik and Murray,Murray Louis,\Und,"choreographer ""Murray Louis""",|
4336,CBl70,My Life for Zarah Leander,Paul Seiler,\Und,fan,|
4337,CBl73,Signed: Lino Brocka,Lino Brocka,\Und,"director ""Lino Brocka""",|
4338,CBl80,Motel,Martha Becket,\Und,"ballerina, opera house keeper",|
4339,CBm10,The General,Buster Keaton,\Und,locomotive engineer,|
4340,CBm10,The General,Marion Mack,\Und,dumb girlfriend,|
4341,CBm11,The Battle of the Century,Oliver Hardy,\Und,unsuccessful boxer,|
4342,CBm11,The Battle of the Century,Stan Laurel,\Und,"boxing manager, starts pie fight",|
4343,CBm11,The Battle of the Century,Eugene Palette,\Und,"boxer ""Thunderclap""",|
4344,CBm60,Movie Crazy,Harold Lloyd,\Und,stage struck,|
4345,CBm60,Movie Crazy,Constance Cummings,\Und,und,|
4346,CBP10,Norseman,Lee Majors,\Und,viking,|
4347,CBP10,Norseman,Cornel Wilde,\Und,und,|
4348,CBP10,Norseman,Mel Ferrer,\Und,und,|
4349,CBP10,Norseman,Jack Elam,\Und,und,|
4350,CBP10,Norseman,Chris Connelly,\Und,und,|
4351,CBP12,The Evictors,Vic Morrow,\Und,young husband,|
4352,CBP12,The Evictors,Michael Parks,\Und,und,|
4353,CBP12,The Evictors,Jessica Harper,\Und,young wife,|
4354,CBt3,Killer of Sheep,Henry Sanders,\Und,energetic slaughterhouse worker,|
4355,CBt10,To Sleep with Anger,Paul Butler,\Und,black husband,|
4356,CBt10,To Sleep with Anger,Mary Alice,\Und,black wife,|
4357,CBt10,To Sleep with Anger,Harry Glover,\Und,"RS:old friend, confidence man",Er(Danny)
4358,CBt10,To Sleep with Anger,Danny Glover,\Und,und,|
4359,CBt10,To Sleep with Anger,Richard Brooks,\Und,und,|
4360,CBt10,To Sleep with Anger,Carol Lumbly,\Und,und,|
4361,CBt10,To Sleep with Anger,Ethel Ayler,\Und,und,|
4362,CBt10,To Sleep with Anger,Sheryl Lee Ralph,\Und,und,|
4363,CBt10,To Sleep with Anger,Vonetta McGee,\Und,und,|
4364,CBt10,To Sleep with Anger,Davis Roberts,\Und,und,|
4365,CBt10,To Sleep with Anger,Sy Richardson,\Und,und,|
4366,CBt10,To Sleep with Anger,Devaughn Walter Nixon,\Und,und,|
4367,CBt10,To Sleep with Anger,Jimmy Witherspoon,\Und,"blues singer ""jimmy Witherspoon""",|
4368,CBt15,Nightjohn,Allison Jones,\Und,"young slave, wants to lesrn to read ""Sarny""",|
4369,CBt15,Nightjohn,Carl Lumbly,\Und,"mature slave, teacher ""Nightjohn""",|
4370,CBt15,Nightjohn,Beau Bridges,\Und,und,|
4371,CBt15,Nightjohn,Lorraine Toussaint,\Und,und,|
4372,CBt15,Nightjohn,Bill Cobbs,\Und,und,|
4373,CBu8,Notorious,John Shea,\Agn,hard US agent,|
4374,CBu8,Notorious,Jenny Robertson,\Sav,"tart, savior",|
4375,CBu10,Curiosity Kills,Rae Dawn Chong,\Und,struggler photographer,|
4376,CBu10,Curiosity Kills,C.Thomas Howell,\Und,struggling sculptor,|
4377,CBu10,Curiosity Kills,s a,\Und,suspect neighbor,|
4378,CBu12,Wild Hearts,Anwar,\Und,diver,|
4379,CBu12,Wild Hearts,Jenny Robertson,\Und,show owner,|
4380,CBu12,Wild Hearts,Michael Schoefling,\Und,owner's son,|
4381,CBw9,The Eagle,Rudolph Valentino,\Und,cossack,|
4382,CBw9,The Eagle,Vilma Banky,\Und,und,|
4383,CBw9,The Eagle,Louise Dresser,\Und,"czarina ""Catherine""",|
4384,CBw12,Flesh and the Devil,Greta Garbo,\Vmp,"temptress ""Felicitas""",
4385,CBw12,Flesh and the Devil,John Gilbert,\Und,"lover, murderer, flees ""Leo""",|
4386,CBw12,Flesh and the Devil,Lars Hanson,\Und,"Leo's friend, second husband ""Ullrich""",|
4387,CBw12,Flesh and the Devil,Marc McDermott,\Und,"husband, killed in duel",|
4388,CBw12,Flesh and the Devil,Barbara Kent,\Und,good girl,|
4389,CBw15,A Woman of Affairs,Greta Garbo,\Und,"wild, rich girl, suicide, loves Neville, marries David",|
4390,CBw15,A Woman of Affairs,John Gilbert,\Und,"lover ""Neville""",|
4391,CBw15,A Woman of Affairs,Lewis Stone,\Und,"father of Neville, disapproves",|
4392,CBw15,A Woman of Affairs,John Mack Brown,\Und,"husband, thief, suicide ""David""",|
4393,CBw15,A Woman of Affairs,Douglas Fairbanks~jr,\Und,brother of rich girl,|
4394,CBw15,A Woman of Affairs,Hobart Bosworth,\Und,und,|
4395,CBw17,Anna Christie,Greta Garbo,\Und,prostitute,AAN
4396,CBw17,Anna Christie,Charles Bickford,\Und,sailor,|
4397,CBw17,Anna Christie,George F. Marion,\Und,fisherman father,|
4398,CBw17,Anna Christie,Marie Dressler,\Und,und,|
4399,CBw17,Anna Christie,James T. Mack,\Und,und,|
4400,CBw17,Anna Christie,Lee Phelps,\Und,und,|
4401,CBw18,Romance,Greta Garba,\Und,opera singer,AAN
4402,CBw18,Romance,Lewis Stone,\Und,"bishop, former lover",|
4403,CBw18,Romance,Gavin Gordon,\Und,und,|
4404,CBw18,Romance,Elliott Nugent,\Und,und,|
4405,CBw18,Romance,Clara Blandick,\Und,und,|
4406,CBw18,Romance,Florence Lake,\Und,und,|
4407,CBw18,Romance,Henry Armetta,\Und,und,|
4408,CBw19,Inspiration,Greta Garbo,\Und,model with a past,|
4409,CBw19,Inspiration,Robert Montgomery,\Und,"lover, renounces career",|
4410,CBw19,Inspiration,Lewis Stone,\Und,und,|
4411,CBw19,Inspiration,Marjorie Rambeau,\Und,und,|
4412,CBw19,Inspiration,Beryl Mercer,\Und,und,|
4413,CBw19,Inspiration,John Miljan,\Und,und,|
4414,CBw22,Possessed,Joan Crawford,\Und,"sexy factory girl, falls for politician, sacrifices",|
4415,CBw22,Possessed,Clark Gable,\Und,wants to become governor,|
4416,CBw22,Possessed,Wallace Ford,\Und,und,|
4417,CBw22,Possessed,Skeets Gallagher,\Und,und,|
4418,CBw22,Possessed,Frank Conroy,\Und,und,|
4419,CBw22,Possessed,Marjorie White,\Und,und,|
4420,CBw22,Possessed,John Miljan,\Und,und,|
4421,CBw27,Sadie McKee,Joan Crawford,\Und,"tough cookie, torn",|
4422,CBw27,Sadie McKee,Gene Raymond,\Und,playboy,|
4423,CBw27,Sadie McKee,Edward Arnold,\Und,drunken millionaire,|
4424,CBw27,Sadie McKee,Franchot Tone,\Und,nice-guy boss,|
4425,CBw28,Chained,Joan Crawford,\Und,"secretary, mistress, falls for rancher",|
4426,CBw28,Chained,Clark Gable,\Und,Argentine rancher,|
4427,CBw28,Chained,Otto Kruger,\Und,"boss, lover",|
4428,CBw29,Anna Karenina,Greta Garbo,\Und,"unfaithful wife ""Anna Karenina""",NYFC
4429,CBw29,Anna Karenina,Fredric March,\Und,"weak lover, count ""Vronsky""",|
4430,CBw29,Anna Karenina,Basil Rathbone,\Und,unforgiving husband,|
4431,CBw29,Anna Karenina,Freddie Bartholomew,\Und,"loyal son ""Sergei""",|
4432,CBw29,Anna Karenina,Maureen OSullivan,\Und,"girlfriend ""Kitty""",|
4433,CBw29,Anna Karenina,May Robson,\Und,countess,|
4434,CBw29,Anna Karenina,Reginald Owen,\Und,"RN:""Silva""",|
4435,CBw29,Anna Karenina,Reginald Denny,\Und,"RN:""Yashvin""",|
4436,CBw31,The Gorgeous Hussy,Joan Crawford,\Und,"president's mistress ""Peggy ONeal""",|
4437,CBw31,The Gorgeous Hussy,Lionel Barrymore,\Und,"president ""Andrew Jackson""",|
4438,CBw31,The Gorgeous Hussy,Franchot Tone,\Und,und,|
4439,CBw31,The Gorgeous Hussy,Melvyn Douglas,\Und,und,|
4440,CBw31,The Gorgeous Hussy,Robert Taylor,\Und,und,|
4441,CBw31,The Gorgeous Hussy,James Stewart,\Und,und,|
4442,CBw31,The Gorgeous Hussy,Alison Skipworth,\Und,und,|
4443,CBw31,The Gorgeous Hussy,Louis Calhern,\Und,und,|
4444,CBw31,The Gorgeous Hussy,Beulah Bondi,\Und,und,AAN
4445,CBw31,The Gorgeous Hussy,Melville Cooper,\Und,und,|
4446,CBw31,The Gorgeous Hussy,Sidney Toler,\Und,und,|
4447,CBw31,The Gorgeous Hussy,Gene Lockhart,\Und,und,|
4448,CBw32,Wife vs Secretary,Myrna Loy,\Und,suspicious wife,|
4449,CBw32,Wife vs Secretary,Jean Harlow,\Und,inavluable secretary,|
4450,CBw32,Wife vs Secretary,Clark Gable,\Lov,torn,|
4451,CBw33,Conquest,Greta Garbo,\Und,"mistress, mother of Napoleon's son ""Marie Walewska""",|
4452,CBw33,Conquest,Charles Boyer,\Und,"emperor ""Napoleon""",AAN
4453,CBw33,Conquest,Reginald Owen,\Und,"count husband, divorces",|
4454,CBw33,Conquest,Alan Marshal,\Und,und,|
4455,CBw33,Conquest,Henry Stephenson,\Und,und,|
4456,CBw33,Conquest,May Whitty,\Und,und,|
4457,CBw33,Conquest,Leif Erickson,\Und,und,|
4458,CBw33,Conquest,Maria Ouspenskaya,\Und,und,|
4459,CBw35,Idiot's Delight,Clark Gable,\Und,dancer,|
4460,CBw35,Idiot's Delight,Norma Shearer,\Und,fake countess,|
4461,CBw35,Idiot's Delight,Burgess Meredith,\Und,leftist,|
4462,CBw35,Idiot's Delight,Edward Arnold,\Und,und,|
4463,CBw35,Idiot's Delight,Charles Coburn,\Und,und,|
4464,CBw35,Idiot's Delight,Joseph Schildkraut,\Und,und,|
4465,CBw36,The Rains Came,Myrna Loy,\Und,colonial lady,|
4466,CBw36,The Rains Came,George Brent,\Und,colonial,|
4467,CBw36,The Rains Came,Tyrone Power,\Her,idealistic Indian surgeon,|
4468,CBw36,The Rains Came,Brenda Joyce,\Und,und,|
4469,CBw36,The Rains Came,Maria Ouspenskaya,\Und,und,|
4470,CBw36,The Rains Came,Joseph Schildkraut,\Und,und,|
4471,CBw36,The Rains Came,H.B. Warner,\Und,und,|
4472,CBw36,The Rains Came,Nigel Bruce,\Und,und,|
4473,CBw36,The Rains Came,Mary Nash,\Und,und,|
4474,CBw36,The Rains Came,Jane Darwell,\Und,und,|
4475,CBw36,The Rains Came,Marjorie Rambeau,\Und,und,|
4476,CBw36,The Rains Came,Henry Travers,\Und,und,|
4477,CBw37,Edison The Man,Spencer Tracy,\Und,"inventor ""Thomas Edison""",|
4478,CBw37,Edison The Man,Rita Johnson,\Und,und,|
4479,CBw37,Edison The Man,Lynne Overman,\Und,und,|
4480,CBw37,Edison The Man,Charles Coburn,\Und,und,|
4481,CBw37,Edison The Man,Gene Lockhart,\Und,und,|
4482,CBw37,Edison The Man,Henry Travers,\Und,und,|
4483,CBw37,Edison The Man,Felix Bressart,\Und,und,|
4484,CBw38,Come Live With Me,James Stewart,\Und,struggling author,|
4485,CBw38,Come Live With Me,Hedy Lamarr,\Und,"mistress, emigrant faces deportation",|
4486,CBw38,Come Live With Me,Ian Hunter,\Und,married publisher,|
4487,CBw38,Come Live With Me,Veree Teasdale,\Und,und,|
4488,CBw38,Come Live With Me,Donald Meek,\Und,und,|
4489,CBw38,Come Live With Me,Barton McLane,\Und,und,|
4490,CBw38,Come Live With Me,Adeline deWalt Reynolds,\Und,und,|
4491,CBw41,The White Cliffs of Dover,Irene Dunne,\Und,"small town girl, marries aristocrat, tries a return to Tulsa, becomes nurse",|
4492,CBw41,The White Cliffs of Dover,Alan Marshall,\Und,"aristocrat, marries girl, goes off to war, killed",|
4493,CBw41,The White Cliffs of Dover,Gladys Cooper,\Und,indomitable mother,|
4494,CBw41,The White Cliffs of Dover,May Whitty,\Und,nanny,|
4495,CBw41,The White Cliffs of Dover,Frank Morgan,\Und,girl's father,|
4496,CBw41,The White Cliffs of Dover,Roddy McDowall,\Und,"kid, grows up",|
4497,CBw41,The White Cliffs of Dover,Peter Lawford,\Und,"kid, grown up, enlists, wounded",|
4498,CBw41,The White Cliffs of Dover,Elizabeth Taylor,\Und,tenant's daughter,|
4499,CBw41,The White Cliffs of Dover,June Lockhart,\Und,"tenant's daughter, grown",|
4500,CBw41,The White Cliffs of Dover,Van Johnson,\Und,RZ:Nazi visitor,|
4501,CBw41,The White Cliffs of Dover,C.Aubrey Smith,\Und,und,|
4502,CBw41,The White Cliffs of Dover,John Warburton,\Und,und,|
4503,CBw41,The White Cliffs of Dover,Jill Esmond,\Und,und,|
4504,CBw41,The White Cliffs of Dover,Brenda Forbes,\Und,und,|
4505,CBw41,The White Cliffs of Dover,Norma Varden,\Und,und,|
4506,CBw41,The White Cliffs of Dover,Tom Drake,\Und,dead US soldier,|
4507,CBw42,National Velvet,Elizabeth Taylor,\Und,young horse fan,|
4508,CBw42,National Velvet,Mickey Rooney,\Und,RZ:stable boy,|
4509,CBw42,National Velvet,Anne Revere,\Und,mother,AA
4510,CBw42,National Velvet,Donald Crisp,\Und,und,|
4511,CBw42,National Velvet,Angela Lansbury,\Und,older sister,|
4512,CBw42,National Velvet,Jackie Jenkins,\Und,und,|
4513,CBw42,National Velvet,Reginald Owen,\Und,und,|
4514,CBw42,National Velvet,Terry Kilburn,\Und,und,|
4515,CBw42,National Velvet,Norma Varden,\Und,und,|
4516,CBw42,National Velvet,Alex Craig,\Und,und,|
4517,CBw42,National Velvet,Arthur Shields,\Und,und,|
4518,CBw42,National Velvet,Dennis Hoey,\Und,und,|
4519,CBw43,The Yearling,Gregory Peck,\Und,farmer,AAN
4520,CBw43,The Yearling,Jane Wyman,\Und,farmer's wife,AAN
4521,CBw43,The Yearling,Claude Jarman~jr.,\Und,farmer's son,AA Special
4522,CBw45,Intruder in the Dust,Juano Hernandez,\Sus\Inn,"black stubborn hero, accused ""Lucas Beauchamp""",|
4523,CBw45,Intruder in the Dust,Claude Jarman~jr,\Und,"white boy, humiliated ""Chick""",|
4524,CBw45,Intruder in the Dust,David Brina,\Und,Chick's uncle,|
4525,CBw45,Intruder in the Dust,Porter Hall,\Und,und,|
4526,CBw45,Intruder in the Dust,Elizabeth Patterson,\Und,und,|
4527,CBw45,Intruder in the Dust,Will Geer,\Und,und,|
4528,CBw45,Intruder in the Dust,Charles Kemper,\Und,und,|
4529,CBw48,Angels in the Outfield,Paul Douglas,\Und,profane baseball manager,|
4530,CBw48,Angels in the Outfield,Janet Leigh,\Und,"RZ:angel, helps",|
4531,CBw48,Angels in the Outfield,Keenan Wynn,\Und,und,|
4532,CBw48,Angels in the Outfield,Lewis Stone,\Und,und,|
4533,CBw48,Angels in the Outfield,Donna Corcoran,\Und,und,|
4534,CBw48,Angels in the Outfield,Spring Byington,\Und,und,|
4535,CBw48,Angels in the Outfield,Bruce Bennett,\Und,und,|
4536,CBx10,Action Jackson,Carl Weathers,\Her\Sus,"cop ""Jackson""",|
4537,CBx10,Action Jackson,Craig T. Nelson,\Vil,"psychotic auto magnate ""Dellaplane""",|
4538,CBx10,Action Jackson,Sharon Stone,\Und,"Dellaplane's dumb wife, likes Jackson, killed by Dellaplane",|
4539,CBx10,Action Jackson,Vanity,\Und,"Dellaplane's gorgeous dumb mistress, junkie",|
4540,CBy10,Salome,Alla Nazimova,\Und,und,|
4541,CBy10,Salome,Earl Schevk,\Und,und,|
4542,CC43,The Tramp,Charlie Chaplin,\Und,"tramp, savior",|
4543,CC43,The Tramp,Edna Purviance,\Und,saved girl,|
4544,CC43,The Tramp,Bud Jamieson,\Und,RZ:crook,|
4545,CC43,The Tramp,Leo White,\Und,und,|
4546,CC43,The Tramp,Lloyd Bacon,\Und,RZ:boyfriend,|
4547,CC60,Easy Street,Charlie Chaplin,\Und,und,|
4548,CC62,The Immigrant,Charlie Chaplin,\Und,poor immigrant,|
4549,CC62,The Immigrant,Edna Purviance,\Inn,helped,|
4550,CC62,The Immigrant,Albert Austin,\Und,und,|
4551,CC62,The Immigrant,Henry Bergman,\Und,und,|
4552,CC62,The Immigrant,Eric Campbell,\Und,und,|
4553,CC64,The Adventurer,Charlie Chaplin,\Und,"escaped convict, savior",|
4554,CC64,The Adventurer,Edna Purviance,\Und,"wealthy lady, rescued",|
4555,CC66,A Dog's Life,Charles Chaplin,\Und,tramp,|
4556,CC66,A Dog's Life,Scraps,\Ani,stray mongrel,
4557,CC66,A Dog's Life,Edna Purviance,\Und,und,|
4558,CC66,A Dog's Life,Chuck Riesner,\Und,und,|
4559,CC66,A Dog's Life,Henry Bergman,\Und,und,|
4560,CC66,A Dog's Life,Albert Austin,\Und,und,|
4561,CC68,Shoulder Arms,Charlie Chaplin,\Und,soldier,|
4562,CC70,The Kid,Charlie Chaplin,\Und,tramp,|
4563,CC70,The Kid,Jackie Coogan,\Und,"abandoned kid, raised by tramp",|
4564,CC70,The Kid,Edna Purviance,\Und,mother,|
4565,CC73,The Goldrush,Charlie Chaplin,\Und,prospector,|
4566,CC73,The Goldrush,Georgia Hale,\Und,und,|
4567,CC73,The Goldrush,Mack Swain,\Und,und,|
4568,CC73,The Goldrush,Tom Murray,\Und,und,|
4569,CC75,The Circus,Charlie Chaplin,\Und,comic,|
4570,CC75,The Circus,s a,\Und,star equestrienne,|
4571,CC75,The Circus,s a,\Und,"equestrienne's cruel father, circus owner",|
4572,CC76,City Lights,Charlie Chaplin,\Und,"tramp, smitten",|
4573,CC76,City Lights,Virginia Cherrill,\Lov,"blind girl, loves",|
4574,CC76,City Lights,Harry Myers,\Und,"RZ:milionaire, drunk",|
4575,CC77,Modern Times,Charlie Chaplin,\Inn,factory worker,|
4576,CC77,Modern Times,Paulette Goddard,\Und,und,|
4577,CC77,Modern Times,Henry Bergman,\Und,und,|
4578,CC77,Modern Times,Chester Conklin,\Und,und,|
4579,CC77,Modern Times,Tiny Sandford,\Und,und,|
4580,CC77,Modern Times,Hank Mann,\Und,gargantuan,|
4581,CC77,Modern Times,Gloria deHavilland,\Und,child,|
4582,CC78,The Great Dictator,Charlie Chaplin,\Inn\Vil,"barber, mistaken for dictator ""Adenoid Hynkel=Hitler""",AAN
4583,CC78,The Great Dictator,Paulette Goddard,\Und,und,AAN
4584,CC78,The Great Dictator,Jack Oakie,\Vil,"dictator of Bacteria ""Napaloni= Mussolini""",AAN
4585,CC78,The Great Dictator,Reginald Gardiner,\Und,und,|
4586,CC78,The Great Dictator,Henry Daniell,\Und,fascist general,|
4587,CC78,The Great Dictator,Billy Gilbert,\Und,und,|
4588,CC78,The Great Dictator,Hank Mann,\Und,gargantuan,|
4589,CC79,The Goldrush,Charlie Chaplin,\Inn,prospector,|
4590,CC79,The Goldrush,Georgia Hale,\Und,und,|
4591,CC79,The Goldrush,Mack Swain,\Und,und,|
4592,CC79,The Goldrush,Tom Murray,\Und,und,|
4593,CC75,Circus,Charlie Chplin,\Und,"on the lam, funds refuge in circus",AAN
4594,CC75,Circus,Merna Kennedy,\Und,"equestrienne, love",|
4595,CC75,Circus,Allan Garcia,\Und,und,|
4596,CC75,Circus,Harry Crocker,\Und,und,|
4597,CC80,Monsieur Verdoux,Charlie Chaplin,\Und,"bank clerk, marries, murders for money ""Verdoux""",|
4598,CC80,Monsieur Verdoux,Martha Ray,\Und,"unkillable ""Annabella""",|
4599,CC80,Limelight,Charlie Chaplin,\Und,"impoverished English clown ""Calvero""",|
4600,CC80,Limelight,Claire Bloom,\Und,ballerina,|
4601,CC80,Limelight,Melissa Hayden,\Und,"ballerina, dancing",|
4602,CC80,Limelight,Sydney Chaplin,\Und,und,|
4603,CC80,Limelight,Nigel Bruce,\Und,und,|
4604,CC80,Limelight,Buster Keaton,\Und,und,|
4605,CC82,A King in New York,Charlie Chaplin,\Rul,und,|
4606,CC83,A Countess from HongKong,Charlie Chaplin,\Und,und,|
4607,CC83,A Countess from HongKong,Tippi Hedren,\Und,und,|
4608,CCa10,Flight of the Innocent,Manuel Colao,\Und,"young boy, orphaned ""Vito""",|
4609,CCa10,Flight of the Innocent,s a,\Und,"Vito's father, kidnapper, killed",|
4610,CCa10,Flight of the Innocent,s a,\Und,"boy. kidnapped, kept on cave, killed",|
4611,CCa10,Flight of the Innocent,s a,\Und,scarfaced killer of parents,|
4612,CCa10,Flight of the Innocent,s a,\Und,"Vito's uncle, crook",|
4613,CCa10,Flight of the Innocent,s a,\Und,father of kidnapped boy,|
4614,CCa13,Fluke,Matthew Modine,\Und,"dies, returns as puppy",|
4615,CCa13,Fluke,Eric Stoltz,\Und,"best friend, marries wife",|
4616,CCG1,The Sleeping Car Murders,Catherine Allegret,\Und,und,|
4617,CCG1,The Sleeping Car Murders,Simone Signoret,\Und,und,|
4618,CCG1,The Sleeping Car Murders,Yves Montand,\Und,und,|
4619,CCG3,Z,Jean-Louis Trintigant,\Und,und,|
4620,CCG3,Z,Jacques P\'errin,\Und,und,|
4621,CCG3,Z,Yves Montand,\Und,anti-right maverick,|
4622,CCG3,Z,Francois P\erier,\Und,und,|
4623,CCG3,Z,Irene Papas,\Und,und,|
4624,CCG3,Z,Charles Denner,\Und,und,|
4625,CCG4,L'Aveu,Yves Montand,\Vicnd,"RZ:purged Czech part secretary ""Rudolf Slansky""",|
4626,CCG4,L'Aveu,Simone Signoret,\Und,"RN:""Lise London""",|
4627,CCG4,L'Aveu,Gabriele Ferzetti,\Und,"und ""Artur London""",|
4628,CCG4,L'Aveu,Jean Bouise,\Und,"RZ:Czech communist official, deceived",|
4629,CCG4,L'Aveu,Michel Vitold,\Und,und,|
4630,CCG7,Missing,Jack Lemmon,\Und,father,AAN
4631,CCG7,Missing,Sissy Spacek,\Und,mother,AAN
4632,CCG7,Missing,Melanie Mayron,\Und,und,|
4633,CCG7,Missing,John Shea,\Und,RZ:missing son,|
4634,CCG7,Missing,Charles Cioffi,\Und,und,|
4635,CCG7,Missing,Richard Bradford,\Und,und,|
4636,CCG8,Hannah K,Jill Clayburgh,\Und,"liberal lawyer, mother",|
4637,CCG8,Hannah K,Jez Yzad,\Und,"older, Jewish husband",|
4638,CCG8,Hannah K,s a,\Und,narrow-minded district attorney,|
4639,CCG8,Hannah K,Gabriel Byunel,\Und,"RS:persecuted, suspected Palestinian",|
4640,CCG10,Betrayed,Debra Winger,\Und,"farmer ""Connie""",|
4641,CCG10,Betrayed,Tom Berenger,\Und,"boyfriend, white rightist, kills negro",|
4642,CCG10,Betrayed,John Heard,\Und,und,|
4643,CCG10,Betrayed,Betsy Blair,\Und,und,|
4644,CCG10,Betrayed,John Mahoney,\Und,und,|
4645,CCG10,Betrayed,Ted Levine,\Und,und,|
4646,CCG10,Betrayed,Albert Hall,\Und,und,|
4647,CCG10,Betrayed,Robert Swan,\Und,und,|
4648,CCG10,Betrayed,Maria Valdez,\Und,und,|
4649,CCG10,Betrayed,s a,\Und,"talkshow host, murdered",|
4650,CCG15,Music Box,Jessica Lange,\Und,attorney,AAN
4651,CCG15,Music Box,Armin MuellerStahl,\Und,accused father,|
4652,CCG15,Music Box,Frederic Forrest,\Und,prosecutor,|
4653,CCG15,Music Box,Lukas Haas,\Und,son,|
4654,CCG15,Music Box,Donald Moffatt,\Und,cynical father-in-law,|
4655,CCG15,Music Box,Michael Rooker,\Und,und,|
4656,CCG15,Music Box,Sol Frieder,\Und,old man,|
4657,CCG15,Music Box,Elzbieta Czyzewska,\Und,describes rape,|
4658,CCG24,Mad City,John Travolta,\Und,"ex-guard, kidnapper",|
4659,CCG24,Mad City,Dustin Hoffman,\Und,"emotional TV reporter ""Max""",|
4660,CCG24,Mad City,Alan Alda,\Und,"self-important network newsman ""Kevin Hollander""",|
4661,CCG24,Mad City,Mia Kirshner,\Und,"young camera girl ""Lorie""",|
4662,CCG24,Mad City,s a,\Und,"museum curator ""Miss Bets""",|
4663,CCG24,Mad City,William Atherton,\Und,"chief editor ""Lou""",|
4664,CCG24,Mad City,Russ Barry,\Und,RSU:,|
4665,CCG24,Mad City,Ted Levine,\Und,RSU:police chief,|
4666,CCG24,Mad City,Robert Protsky,\Und,und,|
4667,CCo1,Adventures in Babysitting,Bradley Whitford,\Und,und,|
4668,CCo3,Home Alone,Macaulay Culkin,\Und,"child, left home by mistake",|
4669,CCo3,Home Alone,Joe Pesci,\Und,"RZ:burglar, poses as policeman",|
4670,CCo3,Home Alone,Daniel Stern,\Und,burglar,|
4671,CCo3,Home Alone,s a,\Und,"father, off to Paris",|
4672,CCo3,Home Alone,s a,\Und,"mother, off to Paris",|
4673,CCo4,Only the Lonely,John Candy,\Und,goodhearted cop,|
4674,CCo4,Only the Lonely,Ally Sheedy,\Lov,mortician's daugter,|
4675,CCo4,Only the Lonely,Maureen OHara,\Und,cop's mother,|
4676,CCo5,Home Alone 2: Lost in New York,Macaulay Culkin,\Und,"child, left home by mistake",|
4677,CCo5,Home Alone 2: Lost in New York,Joe Pesci,\Und,planning burglary,|
4678,CCo5,Home Alone 2: Lost in New York,Daniel Stern,\Und,planning burglary,|
4679,CCo5,Home Alone 2: Lost in New York,John Heard,\Und,forgetful father,|
4680,CCo5,Home Alone 2: Lost in New York,Catherine OHara,\Und,mother,|
4681,CCo5,Home Alone 2: Lost in New York,Devin Ratray,\Und,yucky brother,|
4682,CCo5,Home Alone 2: Lost in New York,Tom Curry,\Und,creepy hotel employee,|
4683,CCo5,Home Alone 2: Lost in New York,Dana Ivey,\Und,creepy hotel employee,|
4684,CCo5,Home Alone 2: Lost in New York,Brenda Fricker,\Und,homeless pidgeon lady,|
